iter	MultiClass
340	0.4153454818
341	0.4146124773
342	0.413613187
343	0.4124439228
344	0.41131327
345	0.4098364679
346	0.4088722395
347	0.4078500315
348	0.406362976
349	0.4054688941
350	0.4041203211
351	0.4027865919
352	0.4020580619
353	0.4007586466
354	0.3997139261
355	0.3987595362
356	0.3981721554
357	0.3972956736
358	0.3967083981
359	0.3957106991
360	0.3948639041
361	0.394049386
362	0.3931125139
363	0.3919420442
364	0.3905568604
365	0.3896914524
366	0.3882148003
367	0.3876087201
368	0.3865069746
369	0.3855026892
370	0.3845646801
371	0.383406349
372	0.3826882363
373	0.3819101726
374	0.3813481558
375	0.3808652527
376	0.3795729992
377	0.3786887388
378	0.3775882663
379	0.3765602554
380	0.3759734604
381	0.3746731304
382	0.3735059742
383	0.3727606298
384	0.3717978559
385	0.37065145
386	0.3698050247
387	0.3684521744
388	0.3677536079
389	0.3668657286
390	0.365996495
391	0.3652948922
392	0.3648350033
393	0.3636982308
394	0.3625677658
395	0.3618659302
396	0.3604635959
397	0.3595185973
398	0.3587200719
399	0.3575105989
400	0.3565660264
401	0.3560994818
402	0.3554412761
403	0.3549612998
404	0.3542654614
405	0.3533270281
406	0.351975625
407	0.3511806392
408	0.3500476769
409	0.3494972684
410	0.349008049
411	0.3485801768
412	0.3477340403
413	0.3472050453
414	0.3462128305
415	0.3453647417
416	0.3444651904
417	0.34366612
418	0.3429997213
419	0.3418491588
420	0.3411041339
421	0.3402391842
422	0.339338304
423	0.3385131741
424	0.337606945
425	0.3367892733
426	0.3357759055
427	0.3351540257
428	0.3342660406
429	0.3338938502
430	0.3328567029
431	0.332247361
432	0.3314919383
433	0.3305751963
434	0.3299304516
435	0.3294732772
436	0.3288926586
437	0.3281561348
438	0.3276818926
439	0.3268955505
440	0.3263494597
441	0.3258020984
442	0.3250018522
443	0.3244375341
444	0.3235290644
445	0.3227770571
446	0.3220388405
447	0.3214019441
448	0.3205865251
449	0.3200324359
450	0.3192280044
451	0.3188601272
452	0.3180119351
453	0.3173848063
454	0.3164917243
455	0.3160584239
456	0.3150101604
457	0.3142647373
458	0.3135114747
459	0.3127262867
460	0.3120264502
461	0.3116436741
462	0.3112492883
463	0.3105528582
464	0.3101664354
465	0.3095962732
466	0.3088349082
467	0.3082211928
468	0.3075144304
469	0.3068802159
470	0.3061260004
471	0.3056585125
472	0.3048761874
473	0.3044513695
474	0.3037433645
475	0.3031315154
476	0.3021065539
477	0.3014323592
478	0.3008941332
479	0.3001943319
480	0.2993995299
481	0.2989190893
482	0.2981739193
483	0.2974998887
484	0.2965106423
485	0.2958446498
486	0.2949888953
487	0.2946179467
488	0.2939287415
489	0.2932260533
490	0.2926199887
491	0.2922752987
492	0.2917724395
493	0.2909973603
494	0.2904432069
495	0.289848994
496	0.2888337099
497	0.2881973458
498	0.2876355177
499	0.2872232752
500	0.2866188146
501	0.2860393351
502	0.2855754157
503	0.2848049198
504	0.2840927465
505	0.2834569358
506	0.2828864409
507	0.2824279608
508	0.2819637234
509	0.2813942351
510	0.2809291736
511	0.2806606181
512	0.2801846155
513	0.2798149153
514	0.2789311233
515	0.2781012196
516	0.2776348373
517	0.2771832872
518	0.2765841364
519	0.2759348558
520	0.2752491021
521	0.2745854756
522	0.2739605163
523	0.2732770984
524	0.2728566868
525	0.272204033
526	0.2714112346
527	0.2706230585
528	0.2697890327
529	0.2694291414
530	0.2685060799
531	0.2679177814
532	0.2673443061
533	0.2666845727
534	0.2660736698
535	0.2655320257
536	0.2649312874
537	0.264569877
538	0.2637837433
539	0.2631767033
540	0.2624721592
541	0.261850688
542	0.261565774
543	0.2609328487
544	0.2605558393
545	0.2600471181
546	0.2590842311
547	0.2583528744
548	0.2577716267
549	0.2575587474
550	0.2571520752
551	0.256788618
552	0.2563072503
553	0.2557903252
554	0.2551761169
555	0.2548450263
556	0.254113057
557	0.2536916487
558	0.2532481384
559	0.2527284302
560	0.2520801868
561	0.2514876652
562	0.2508119423
563	0.2503897583
564	0.2495735282
565	0.2489616092
566	0.2484413665
567	0.2478853046
568	0.2470893663
569	0.2465657859
570	0.2460787675
571	0.2455657579
572	0.2451701252
573	0.2443817084
574	0.2441038721
575	0.2436806613
576	0.2432101067
577	0.2426423461
578	0.2420871613
579	0.2417066172
580	0.2412280305
581	0.2405559897
582	0.2401517752
583	0.2397803705
584	0.23913932
585	0.2386556665
586	0.2381851577
587	0.237710468
588	0.237152593
589	0.2365605531
590	0.2359747505
591	0.2352642225
592	0.2343853169
593	0.2338870113
594	0.2334567833
595	0.232832067
596	0.2322787663
597	0.23180283
598	0.2314911856
599	0.2310759458
600	0.230552697
601	0.2299641061
602	0.2292457186
603	0.2289356107
604	0.2286345486
605	0.2283040878
606	0.227873909
607	0.2273299492
608	0.2269024466
609	0.2265484328
610	0.2262121243
611	0.2258309858
612	0.2254126502
613	0.2250030144
614	0.2245632073
615	0.2239287979
616	0.2235814595
617	0.2230647322
618	0.2227803964
619	0.2222833407
620	0.221750853
621	0.2214706483
622	0.2209994298
623	0.2206685133
624	0.220280172
625	0.2199636974
626	0.2197557621
627	0.2194820378
628	0.2191034335
629	0.2186370817
630	0.2182152891
631	0.2179309509
632	0.217448132
633	0.2171344352
634	0.2167037786
635	0.2164292074
636	0.2160008594
637	0.2156238978
638	0.2149200282
639	0.2144818019
640	0.2140157572
641	0.2135953536
642	0.2133183348
643	0.2130589766
644	0.2127516211
645	0.2123229707
646	0.2117769407
647	0.2115601026
648	0.2110747914
649	0.210771337
650	0.2104719776
651	0.2098585063
652	0.2094356411
653	0.208937587
654	0.2084719663
655	0.2082555314
656	0.2077535562
657	0.2075481936
658	0.2069249206
659	0.2066891639
660	0.2062631886
661	0.2058876776
662	0.2055854786
663	0.2052380937
664	0.2048764967
665	0.2043952615
666	0.2040038825
667	0.2034113545
668	0.2029663695
669	0.2028433827
670	0.2024185568
671	0.2022048087
672	0.201793184
673	0.2013367363
674	0.200828658
675	0.200435682
676	0.2001166397
677	0.1996958822
678	0.1991808381
679	0.1988111139
680	0.1985425496
681	0.1983014721
682	0.197872905
683	0.1974423996
684	0.1971750053
685	0.1968735407
686	0.1964759428
687	0.1961738897
688	0.1959105114
689	0.1953673474
690	0.1951042566
691	0.1947018516
692	0.1944455596
693	0.1942025621
694	0.1939703648
695	0.1936433145
696	0.1930510167
697	0.1928202135
698	0.1923885199
699	0.1920476039
700	0.1916088543
701	0.1913471658
702	0.1909145762
703	0.1904326033
704	0.1901051664
705	0.1897099213
706	0.1893190604
707	0.1891727907
708	0.188819961
709	0.1885076591
710	0.1881794738
711	0.1879954773
712	0.187654059
713	0.1873909236
714	0.1869420192
715	0.186644052
716	0.1861950595
717	0.1858592132
718	0.1855658831
719	0.1852841865
720	0.1849766811
721	0.1847257799
722	0.1843681979
723	0.18394274
724	0.183651725
725	0.183346683
726	0.1830015878
727	0.1826077545
728	0.1823648899
729	0.1820820371
730	0.1818562131
731	0.1816366503
732	0.1813423349
733	0.1808275482
734	0.18048097
735	0.1802014269
736	0.1798491965
737	0.1795182466
738	0.1793069521
739	0.1789633672
740	0.1787721089
741	0.1785431726
742	0.1783369499
743	0.1779891152
744	0.1776500419
745	0.1774455148
746	0.1771164201
747	0.1768494262
748	0.1765918701
749	0.1763509981
750	0.1761152888
751	0.1757645472
752	0.1753232808
753	0.1750056694
754	0.1747377122
755	0.1743943159
756	0.1741039814
757	0.1738863581
758	0.1735871817
759	0.1732879228
760	0.1730075
761	0.1727326003
762	0.1725484892
763	0.1722074076
764	0.1717409769
765	0.1713029322
766	0.1710118372
767	0.170805117
768	0.170505636
769	0.1701760403
770	0.169950102
771	0.169697991
772	0.1695372881
773	0.1693189065
774	0.1691135449
775	0.1687678567
776	0.1685331421
777	0.1684084541
778	0.1681866884
779	0.1680272652
780	0.1676365003
781	0.1673459538
782	0.1670736974
783	0.1668321795
784	0.1664597394
785	0.1661972413
786	0.1658795176
787	0.1655477669
788	0.165284014
789	0.1649889974
790	0.1647617157
791	0.1644177967
792	0.1641679334
793	0.1639146326
794	0.1636768534
795	0.1633135606
796	0.1630292242
797	0.1627735616
798	0.1625660044
799	0.1622072819
800	0.1619433323
801	0.1617534441
802	0.1614542712
803	0.1612362523
804	0.1610556592
805	0.1607313838
806	0.1605376303
807	0.160332375
808	0.1601066061
809	0.1598055917
810	0.1594258116
811	0.1590761894
812	0.1588229511
813	0.1585600893
814	0.1583734635
815	0.1582032912
816	0.1577442605
817	0.1573658834
818	0.1571837097
819	0.1568742853
820	0.1566213291
821	0.1564433198
822	0.156269595
823	0.155987698
824	0.1557908714
825	0.1555141478
826	0.1552949019
827	0.1549658009
828	0.1547286444
829	0.1544407156
830	0.1542670199
831	0.1539106032
832	0.1537122792
833	0.153429432
834	0.1529929604
835	0.1525985718
836	0.1523084803
837	0.1520746734
838	0.151857552
839	0.151623838
840	0.1513697401
841	0.1511201573
842	0.150929209
843	0.1507044759
844	0.1505653231
845	0.1502972849
846	0.1500502124
847	0.1497894763
848	0.1494282322
849	0.1491655671
850	0.1489253346
851	0.1486780186
852	0.1484920168
853	0.1481628003
854	0.1478592731
855	0.1475671456
856	0.1472471668
857	0.1469593495
858	0.1467393378
859	0.1465843146
860	0.1464464851
861	0.1461152003
862	0.1458400505
863	0.1456396789
864	0.1454074754
865	0.1452328845
866	0.1449195258
867	0.1447268791
868	0.1444858221
869	0.1442192253
870	0.144022254
871	0.1438753683
872	0.1436571199
873	0.1434091402
874	0.1432392932
875	0.1430500892
876	0.1428383666
877	0.1426487229
878	0.1425199061
879	0.1422545729
880	0.1419022786
881	0.1417582234
882	0.1415006241
883	0.1412565461
884	0.1409347896
885	0.1407632267
886	0.1404975497
887	0.1402266566
888	0.1400220422
889	0.1397962096
890	0.1395479178
891	0.1393158418
892	0.1392148799
893	0.1390153019
894	0.1388660247
895	0.1386868272
896	0.1383882464
897	0.138186956
898	0.1379790873
899	0.1377776593
900	0.1374275827
901	0.137048426
902	0.1369018949
903	0.1367152892
904	0.1364974791
905	0.1362823758
906	0.1360973934
907	0.1358216072
908	0.1355163987
909	0.1353730833
910	0.1352187256
911	0.1350385103
912	0.1348761851
913	0.1346815948
914	0.1345809944
915	0.1343927721
916	0.1341263574
917	0.133896334
918	0.133618165
919	0.1335228364
920	0.1332704904
921	0.1330839999
922	0.1328910076
923	0.1327324949
924	0.1324162024
925	0.132319607
926	0.132142234
927	0.1320150471
928	0.1318552144
929	0.1316262949
930	0.131453747
931	0.1312504928
932	0.1310989585
933	0.130840669
934	0.1306160782
935	0.1303883692
936	0.1300844189
937	0.1298658418
938	0.1295932449
939	0.1294384182
940	0.1292680418
941	0.1291127282
942	0.128983344
943	0.1288016938
944	0.1286179776
945	0.1284847001
946	0.1283397683
947	0.1281742309
948	0.1279718913
949	0.127764725
950	0.1276029236
951	0.1274016806
952	0.1271459595
953	0.1268993176
954	0.1267048396
955	0.1265043555
956	0.1263470843
957	0.126141336
958	0.1259775401
959	0.1257225518
960	0.1254907571
961	0.1253108465
962	0.125132701
963	0.1249472749
964	0.1247194296
965	0.1245393876
966	0.1243866671
967	0.1242256372
968	0.1240411336
969	0.1238171085
970	0.123705523
971	0.1235210099
972	0.1233373783
973	0.1231961014
974	0.1230554534
975	0.1228883564
976	0.1227392156
977	0.1224917954
978	0.1223748536
979	0.122187645
980	0.122050584
981	0.1218537657
982	0.1216608057
983	0.1214016289
984	0.1212343864
985	0.1211261093
986	0.120926126
987	0.1206925437
988	0.1205008689
989	0.1204137922
990	0.120295275
991	0.1201078406
992	0.1199306183
993	0.119789193
994	0.1195668266
995	0.1194142066
996	0.1192352944
997	0.1190404144
998	0.1188447987
999	0.1186525819
